state,month,year,number,date
Espirito Santo,Março,2011,5.083,1/1/2011
Espirito Santo,Março,2012,5.088,1/1/2012
Espirito Santo,Março,2013,5.096,1/1/2013
Espirito Santo,Março,2014,5.112,1/1/2014
Espirito Santo,Março,2015,5.137,1/1/2015
Espirito Santo,Março,2016,5.149,1/1/2016
Espirito Santo,Março,2017,5.182,1/1/2017
Espirito Santo,Abril,1999,5.185,1/1/1999
Espirito Santo,Abril,2000,5.189,1/1/2000
Espirito Santo,Abril,2001,5.264,1/1/2001
Espirito Santo,Abril,2002,5.281,1/1/2002
Espirito Santo,Abril,2003,5.281,1/1/2003
Espirito Santo,Abril,2005,5.308,1/1/2005
Espirito Santo,Abril,2006,5.314,1/1/2006
Espirito Santo,Abril,2007,5.319,1/1/2007
Espirito Santo,Abril,2008,5.323,1/1/2008
Espirito Santo,Abril,2009,5.341,1/1/2009
Espirito Santo,Abril,2010,5.351,1/1/2010
Espirito Santo,Abril,2011,5.391,1/1/2011
Espirito Santo,Abril,2012,5.392,1/1/2012
Espirito Santo,Abril,2013,5.414,1/1/2013
Espirito Santo,Abril,2014,5.428,1/1/2014
Espirito Santo,Abril,2015,5.435,1/1/2015
Espirito Santo,Abril,2016,5.484,1/1/2016
Espirito Santo,Abril,2017,5.508,1/1/2017
Espirito Santo,Maio,1999,5.51,1/1/1999
Espirito Santo,Maio,2000,5.514,1/1/2000
Espirito Santo,Maio,2001,5.576,1/1/2001
Espirito Santo,Maio,2002,5.592,1/1/2002
Espirito Santo,Maio,2003,5.609,1/1/2003
Espirito Santo,Maio,2005,5.638,1/1/2005
Espirito Santo,Maio,2007,5.661,1/1/2007
Espirito Santo,Maio,2008,5.812,1/1/2008
Espirito Santo,Maio,2009,5.828,1/1/2009
Espirito Santo,Maio,2010,5.83,1/1/2010
Espirito Santo,Maio,2011,5.878,1/1/2011
Espirito Santo,Maio,2012,5.882,1/1/2012
Espirito Santo,Maio,2013,5.964,1/1/2013
Espirito Santo,Maio,2014,5.978,1/1/2014
Espirito Santo,Maio,2015,6,1/1/2015
Espirito Santo,Maio,2016,6,1/1/2016
Espirito Santo,Maio,2017,6,1/1/2017
Espirito Santo,Junho,1998,6,1/1/1998
Espirito Santo,Junho,1999,6,1/1/1999
Espirito Santo,Junho,2000,6,1/1/2000
Espirito Santo,Junho,2001,6,1/1/2001
Espirito Santo,Junho,2002,6,1/1/2002
Espirito Santo,Junho,2003,6,1/1/2003
Espirito Santo,Junho,2004,6,1/1/2004
Espirito Santo,Junho,2005,6,1/1/2005
Espirito Santo,Junho,2006,6,1/1/2006
Espirito Santo,Junho,2007,6,1/1/2007
Espirito Santo,Junho,2008,6,1/1/2008
Espirito Santo,Junho,2009,6,1/1/2009
Espirito Santo,Junho,2010,6,1/1/2010
Espirito Santo,Junho,2011,6,1/1/2011
Espirito Santo,Junho,2012,6,1/1/2012
Espirito Santo,Junho,2013,6,1/1/2013
Espirito Santo,Junho,2014,6,1/1/2014
Espirito Santo,Junho,2015,6,1/1/2015
Espirito Santo,Junho,2016,6,1/1/2016
Espirito Santo,Junho,2017,6,1/1/2017
Espirito Santo,Julho,1998,6,1/1/1998
Espirito Santo,Julho,1999,6,1/1/1999
Espirito Santo,Julho,2000,6,1/1/2000
Espirito Santo,Julho,2001,6,1/1/2001
Espirito Santo,Julho,2002,6,1/1/2002
Espirito Santo,Julho,2003,6,1/1/2003
Espirito Santo,Julho,2004,6,1/1/2004
Espirito Santo,Julho,2005,6,1/1/2005
Espirito Santo,Julho,2006,6,1/1/2006
Espirito Santo,Julho,2007,6,1/1/2007
Espirito Santo,Julho,2008,6,1/1/2008
Espirito Santo,Julho,2009,6,1/1/2009
Espirito Santo,Julho,2010,6,1/1/2010
Espirito Santo,Julho,2011,6,1/1/2011
Espirito Santo,Julho,2012,6,1/1/2012
Espirito Santo,Julho,2013,6,1/1/2013
Espirito Santo,Julho,2014,6,1/1/2014
Espirito Santo,Julho,2015,6,1/1/2015
Espirito Santo,Julho,2016,6,1/1/2016
Espirito Santo,Julho,2017,6,1/1/2017
Espirito Santo,Agosto,1998,6,1/1/1998
Espirito Santo,Agosto,1999,6,1/1/1999
Espirito Santo,Agosto,2000,6,1/1/2000
Espirito Santo,Agosto,2001,6,1/1/2001
Espirito Santo,Agosto,2002,6,1/1/2002
Espirito Santo,Agosto,2003,6,1/1/2003
Espirito Santo,Agosto,2004,6,1/1/2004
Espirito Santo,Agosto,2005,6,1/1/2005
Espirito Santo,Agosto,2006,6,1/1/2006
Espirito Santo,Agosto,2007,6,1/1/2007
Espirito Santo,Agosto,2008,6,1/1/2008
Espirito Santo,Agosto,2009,6,1/1/2009
Espirito Santo,Agosto,2010,6,1/1/2010
Espirito Santo,Agosto,2011,6,1/1/2011
Espirito Santo,Agosto,2012,6,1/1/2012
Espirito Santo,Agosto,2013,6,1/1/2013
Espirito Santo,Agosto,2014,6,1/1/2014
Espirito Santo,Agosto,2015,6,1/1/2015
Espirito Santo,Agosto,2016,6,1/1/2016
Espirito Santo,Agosto,2017,6,1/1/2017
Espirito Santo,Setembro,1998,6,1/1/1998
Espirito Santo,Setembro,1999,6,1/1/1999
Espirito Santo,Setembro,2000,6,1/1/2000
Espirito Santo,Setembro,2001,6,1/1/2001
Espirito Santo,Setembro,2002,6,1/1/2002
Espirito Santo,Setembro,2003,6,1/1/2003
Espirito Santo,Setembro,2004,6,1/1/2004
Espirito Santo,Setembro,2005,6,1/1/2005
Espirito Santo,Setembro,2006,6,1/1/2006
Espirito Santo,Setembro,2007,6,1/1/2007
Espirito Santo,Setembro,2008,6,1/1/2008
Espirito Santo,Setembro,2009,6,1/1/2009
Espirito Santo,Setembro,2010,6,1/1/2010
Espirito Santo,Setembro,2011,6,1/1/2011
Espirito Santo,Setembro,2012,6,1/1/2012
Espirito Santo,Setembro,2013,6,1/1/2013
Espirito Santo,Setembro,2014,6,1/1/2014
Espirito Santo,Setembro,2015,6,1/1/2015
Espirito Santo,Setembro,2016,6,1/1/2016
Espirito Santo,Setembro,2017,6,1/1/2017
Espirito Santo,Outubro,1998,6,1/1/1998
Espirito Santo,Outubro,1999,6.011,1/1/1999
Espirito Santo,Outubro,2000,6.051,1/1/2000
Espirito Santo,Outubro,2001,6.062,1/1/2001
Espirito Santo,Outubro,2002,6.063,1/1/2002
Espirito Santo,Outubro,2003,6.085,1/1/2003
Espirito Santo,Outubro,2004,6.109,1/1/2004
Espirito Santo,Outubro,2005,6.129,1/1/2005
Espirito Santo,Outubro,2006,6.139,1/1/2006
Espirito Santo,Outubro,2007,6.156,1/1/2007
Espirito Santo,Outubro,2008,6.178,1/1/2008
Espirito Santo,Outubro,2009,6.195,1/1/2009
Espirito Santo,Outubro,2010,6.195,1/1/2010
Espirito Santo,Outubro,2011,6.218,1/1/2011
Espirito Santo,Outubro,2012,6.228,1/1/2012
Espirito Santo,Outubro,2013,6.229,1/1/2013
Espirito Santo,Outubro,2014,6.237,1/1/2014
Espirito Santo,Outubro,2015,6.251,1/1/2015
Espirito Santo,Outubro,2016,6.255,1/1/2016
Espirito Santo,Outubro,2017,6.292,1/1/2017
Espirito Santo,Novembro,1998,6.294,1/1/1998
Espirito Santo,Novembro,1999,6.316,1/1/1999
Espirito Santo,Novembro,2000,6.326,1/1/2000
Espirito Santo,Novembro,2001,6.332,1/1/2001
Espirito Santo,Novembro,2002,6.342,1/1/2002
Espirito Santo,Novembro,2003,6.353,1/1/2003
Espirito Santo,Novembro,2004,6.398,1/1/2004
Espirito Santo,Novembro,2007,6.423,1/1/2007
Espirito Santo,Novembro,2008,6.433,1/1/2008
Espirito Santo,Novembro,2009,6.439,1/1/2009
Espirito Santo,Novembro,2010,6.448,1/1/2010
Espirito Santo,Novembro,2011,6.472,1/1/2011
Espirito Santo,Novembro,2012,6.49,1/1/2012
Espirito Santo,Novembro,2013,6.543,1/1/2013
Espirito Santo,Novembro,2014,6.546,1/1/2014
Espirito Santo,Novembro,2015,6.61,1/1/2015
Espirito Santo,Novembro,2016,6.653,1/1/2016
Espirito Santo,Novembro,2017,6.661,1/1/2017
Espirito Santo,Dezembro,1998,6.665,1/1/1998
Espirito Santo,Dezembro,2000,6.672,1/1/2000
Espirito Santo,Dezembro,2001,6.746,1/1/2001
Espirito Santo,Dezembro,2002,6.787,1/1/2002
Espirito Santo,Dezembro,2003,6.815,1/1/2003
Espirito Santo,Dezembro,2004,6.829,1/1/2004
Espirito Santo,Dezembro,2005,6.832,1/1/2005
Espirito Santo,Dezembro,2007,6.87,1/1/2007
Espirito Santo,Dezembro,2008,6.89,1/1/2008
Espirito Santo,Dezembro,2009,6.893,1/1/2009
Espirito Santo,Dezembro,2010,6.964,1/1/2010
Espirito Santo,Dezembro,2011,7,1/1/2011
Espirito Santo,Dezembro,2012,7,1/1/2012
Espirito Santo,Dezembro,2013,7,1/1/2013
Espirito Santo,Dezembro,2014,7,1/1/2014
Espirito Santo,Dezembro,2015,7,1/1/2015
Espirito Santo,Dezembro,2016,7,1/1/2016
Goias,Janeiro,1999,7,1/1/1999
Goias,Janeiro,2000,7,1/1/2000
Goias,Janeiro,2001,7,1/1/2001
Goias,Janeiro,2002,7,1/1/2002
Goias,Janeiro,2003,7,1/1/2003
Goias,Janeiro,2004,7,1/1/2004
Goias,Janeiro,2005,7,1/1/2005
Goias,Janeiro,2006,7,1/1/2006
Goias,Janeiro,2007,7,1/1/2007
Goias,Janeiro,2008,7,1/1/2008
Goias,Janeiro,2009,7,1/1/2009
Goias,Janeiro,2010,7,1/1/2010
Goias,Janeiro,2011,7,1/1/2011
Goias,Janeiro,2012,7,1/1/2012
Goias,Janeiro,2013,7,1/1/2013
Goias,Janeiro,2014,7,1/1/2014
Goias,Janeiro,2015,7,1/1/2015
Goias,Janeiro,2016,7,1/1/2016
Goias,Janeiro,2017,7,1/1/2017
Goias,Fevereiro,1999,7,1/1/1999
Goias,Fevereiro,2000,7,1/1/2000
Goias,Fevereiro,2001,7,1/1/2001
Goias,Fevereiro,2002,7,1/1/2002
Goias,Fevereiro,2003,7,1/1/2003
Goias,Fevereiro,2004,7,1/1/2004
Goias,Fevereiro,2005,7,1/1/2005
Goias,Fevereiro,2006,7,1/1/2006
Goias,Fevereiro,2007,7,1/1/2007
Goias,Fevereiro,2008,7,1/1/2008
Goias,Fevereiro,2009,7,1/1/2009
Goias,Fevereiro,2010,7,1/1/2010
Goias,Fevereiro,2011,7,1/1/2011
Goias,Fevereiro,2012,7,1/1/2012
Goias,Fevereiro,2013,7,1/1/2013
Goias,Fevereiro,2014,7,1/1/2014
Goias,Fevereiro,2015,7,1/1/2015
Goias,Fevereiro,2016,7,1/1/2016
Goias,Fevereiro,2017,7,1/1/2017
Goias,Março,1999,7,1/1/1999
Goias,Março,2000,7,1/1/2000
Goias,Março,2001,7,1/1/2001
Goias,Março,2002,7,1/1/2002
Goias,Março,2003,7,1/1/2003
Goias,Março,2004,7,1/1/2004
Goias,Março,2005,7,1/1/2005
Goias,Março,2006,7,1/1/2006
Goias,Março,2007,7,1/1/2007
Goias,Março,2008,7,1/1/2008
Goias,Março,2009,7,1/1/2009
Goias,Março,2010,7,1/1/2010
Goias,Março,2011,7,1/1/2011
Goias,Março,2012,7,1/1/2012
Goias,Março,2013,7,1/1/2013
Goias,Março,2014,7,1/1/2014
Goias,Março,2015,7,1/1/2015
Goias,Março,2016,7,1/1/2016
Goias,Março,2017,7,1/1/2017
Goias,Abril,1999,7,1/1/1999
Goias,Abril,2000,7,1/1/2000
Goias,Abril,2001,7,1/1/2001
Goias,Abril,2002,7,1/1/2002
Goias,Abril,2003,7,1/1/2003
Goias,Abril,2004,7,1/1/2004
Goias,Abril,2005,7,1/1/2005
Goias,Abril,2006,7,1/1/2006
Goias,Abril,2007,7,1/1/2007
Goias,Abril,2008,7,1/1/2008
Goias,Abril,2009,7,1/1/2009
Goias,Abril,2010,7,1/1/2010
Goias,Abril,2011,7,1/1/2011
Goias,Abril,2012,7,1/1/2012
Goias,Abril,2013,7,1/1/2013
Goias,Abril,2014,7,1/1/2014
Goias,Abril,2015,7,1/1/2015
Goias,Abril,2016,7,1/1/2016
Goias,Abril,2017,7,1/1/2017
Goias,Maio,1999,7,1/1/1999
Goias,Maio,2000,7,1/1/2000
Goias,Maio,2001,7,1/1/2001
Goias,Maio,2002,7.06,1/1/2002
Goias,Maio,2003,7.067,1/1/2003
Goias,Maio,2004,7.081,1/1/2004
Goias,Maio,2005,7.086,1/1/2005
Goias,Maio,2006,7.091,1/1/2006
Goias,Maio,2007,7.167,1/1/2007
Goias,Maio,2008,7.438,1/1/2008
Goias,Maio,2009,7.46,1/1/2009
Goias,Maio,2010,7.495,1/1/2010
Goias,Maio,2011,7.575,1/1/2011
Goias,Maio,2012,7.626,1/1/2012
Goias,Maio,2013,7.628,1/1/2013
Goias,Maio,2014,7.691,1/1/2014
Goias,Maio,2015,7.762,1/1/2015
Goias,Maio,2016,7.765,1/1/2016
Goias,Maio,2017,7.767,1/1/2017
Goias,Junho,1998,7.781,1/1/1998
Goias,Junho,1999,7.865,1/1/1999
Goias,Junho,2000,7.878,1/1/2000
Goias,Junho,2001,7.879,1/1/2001
Goias,Junho,2002,7.913,1/1/2002
Goias,Junho,2003,7.956,1/1/2003
Goias,Junho,2004,7.965,1/1/2004
Goias,Junho,2005,7.996,1/1/2005
Goias,Junho,2006,8,1/1/2006
Goias,Junho,2007,8,1/1/2007
Goias,Junho,2008,8,1/1/2008
Goias,Junho,2009,8,1/1/2009
Goias,Junho,2010,8,1/1/2010
Goias,Junho,2011,8,1/1/2011
Goias,Junho,2012,8,1/1/2012
Goias,Junho,2013,8,1/1/2013
Goias,Junho,2014,8,1/1/2014
Goias,Junho,2015,8,1/1/2015
Goias,Junho,2016,8,1/1/2016
Goias,Junho,2017,8,1/1/2017
Goias,Julho,1998,8,1/1/1998
Goias,Julho,1999,8,1/1/1999
Goias,Julho,2000,8,1/1/2000
Goias,Julho,2001,8,1/1/2001
Goias,Julho,2002,8,1/1/2002
Goias,Julho,2003,8,1/1/2003
Goias,Julho,2004,8,1/1/2004
Goias,Julho,2005,8,1/1/2005
Goias,Julho,2006,8,1/1/2006
Goias,Julho,2007,8,1/1/2007
Goias,Julho,2008,8,1/1/2008
Goias,Julho,2009,8,1/1/2009
Goias,Julho,2010,8,1/1/2010
Goias,Julho,2011,8,1/1/2011
Goias,Julho,2012,8,1/1/2012
Goias,Julho,2013,8,1/1/2013
Goias,Julho,2014,8,1/1/2014
Goias,Julho,2015,8,1/1/2015
Goias,Julho,2016,8,1/1/2016
Goias,Julho,2017,8,1/1/2017
Goias,Agosto,1998,8,1/1/1998
Goias,Agosto,1999,8,1/1/1999
Goias,Agosto,2000,8,1/1/2000
Goias,Agosto,2001,8,1/1/2001
Goias,Agosto,2002,8,1/1/2002
Goias,Agosto,2003,8,1/1/2003
Goias,Agosto,2004,8,1/1/2004
Goias,Agosto,2005,8,1/1/2005
Goias,Agosto,2006,8,1/1/2006
Goias,Agosto,2007,8,1/1/2007
Goias,Agosto,2008,8,1/1/2008
Goias,Agosto,2009,8,1/1/2009
Goias,Agosto,2010,8,1/1/2010
Goias,Agosto,2011,8,1/1/2011
Goias,Agosto,2012,8,1/1/2012
Goias,Agosto,2013,8,1/1/2013
Goias,Agosto,2014,8,1/1/2014
Goias,Agosto,2015,8,1/1/2015
Goias,Agosto,2016,8,1/1/2016
Goias,Agosto,2017,8,1/1/2017
Goias,Setembro,1998,8,1/1/1998
Goias,Setembro,1999,8,1/1/1999
Goias,Setembro,2000,8,1/1/2000
Goias,Setembro,2001,8,1/1/2001
Goias,Setembro,2002,8,1/1/2002
Goias,Setembro,2003,8,1/1/2003
Goias,Setembro,2004,8,1/1/2004
Goias,Setembro,2005,8,1/1/2005
Goias,Setembro,2006,8,1/1/2006
Goias,Setembro,2007,8.372,1/1/2007
Goias,Setembro,2008,8.405,1/1/2008
Goias,Setembro,2009,8.409,1/1/2009
Goias,Setembro,2010,8.447,1/1/2010
Goias,Setembro,2011,8.49,1/1/2011
Goias,Setembro,2012,8.524,1/1/2012
Goias,Setembro,2013,8.555,1/1/2013
Goias,Setembro,2014,8.847,1/1/2014
Goias,Setembro,2015,8.98,1/1/2015
Goias,Setembro,2016,9,1/1/2016
Goias,Setembro,2017,9,1/1/2017
Goias,Outubro,1998,9,1/1/1998
Goias,Outubro,1999,9,1/1/1999
Goias,Outubro,2000,9,1/1/2000
Goias,Outubro,2001,9,1/1/2001
Goias,Outubro,2002,9,1/1/2002
Goias,Outubro,2003,9,1/1/2003
Goias,Outubro,2004,9,1/1/2004
Goias,Outubro,2005,9,1/1/2005
Goias,Outubro,2006,9,1/1/2006
Goias,Outubro,2007,9,1/1/2007
Goias,Outubro,2008,9,1/1/2008
Goias,Outubro,2009,9,1/1/2009
Goias,Outubro,2010,9,1/1/2010
Goias,Outubro,2011,9,1/1/2011
Goias,Outubro,2012,9,1/1/2012
Goias,Outubro,2013,9,1/1/2013
Goias,Outubro,2014,9,1/1/2014
Goias,Outubro,2015,9,1/1/2015
Goias,Outubro,2016,9,1/1/2016
Goias,Outubro,2017,9,1/1/2017
Goias,Novembro,1998,9,1/1/1998
Goias,Novembro,1999,9,1/1/1999
Goias,Novembro,2000,9,1/1/2000
Goias,Novembro,2001,9,1/1/2001
Goias,Novembro,2002,9,1/1/2002
Goias,Novembro,2003,9,1/1/2003
Goias,Novembro,2004,9,1/1/2004
Goias,Novembro,2005,9,1/1/2005
Goias,Novembro,2006,9,1/1/2006
Goias,Novembro,2007,9,1/1/2007
Goias,Novembro,2008,9,1/1/2008
Goias,Novembro,2009,9,1/1/2009
Goias,Novembro,2010,9,1/1/2010
Goias,Novembro,2011,9,1/1/2011
Goias,Novembro,2012,9,1/1/2012
Goias,Novembro,2013,9,1/1/2013
Goias,Novembro,2014,9,1/1/2014
Goias,Novembro,2015,9,1/1/2015
Goias,Novembro,2016,9,1/1/2016
Goias,Novembro,2017,9,1/1/2017
Goias,Dezembro,1998,9,1/1/1998
Goias,Dezembro,1999,9,1/1/1999
Goias,Dezembro,2000,9,1/1/2000
Goias,Dezembro,2001,9,1/1/2001
Goias,Dezembro,2002,9,1/1/2002
Goias,Dezembro,2003,9,1/1/2003
Goias,Dezembro,2004,9,1/1/2004
Goias,Dezembro,2005,9,1/1/2005
Goias,Dezembro,2006,9,1/1/2006
Goias,Dezembro,2007,9,1/1/2007
Goias,Dezembro,2008,9,1/1/2008
Goias,Dezembro,2009,9,1/1/2009
Goias,Dezembro,2010,9,1/1/2010
Goias,Dezembro,2011,9,1/1/2011
Goias,Dezembro,2012,9,1/1/2012
Goias,Dezembro,2013,9,1/1/2013
Goias,Dezembro,2014,9,1/1/2014
Goias,Dezembro,2015,9,1/1/2015
Goias,Dezembro,2016,9,1/1/2016
Maranhao,Janeiro,1999,9,1/1/1999
Maranhao,Janeiro,2000,9,1/1/2000
Maranhao,Janeiro,2001,9,1/1/2001
Maranhao,Janeiro,2002,9,1/1/2002
Maranhao,Janeiro,2003,9,1/1/2003
Maranhao,Janeiro,2004,9,1/1/2004
Maranhao,Janeiro,2005,9,1/1/2005
Maranhao,Janeiro,2006,9,1/1/2006
Maranhao,Janeiro,2007,9,1/1/2007
Maranhao,Janeiro,2008,9,1/1/2008
Maranhao,Janeiro,2009,9,1/1/2009
Maranhao,Janeiro,2010,9,1/1/2010
Maranhao,Janeiro,2011,9,1/1/2011
Maranhao,Janeiro,2012,9,1/1/2012
Maranhao,Janeiro,2013,9,1/1/2013
Maranhao,Janeiro,2014,9,1/1/2014
Maranhao,Janeiro,2015,9,1/1/2015
Maranhao,Janeiro,2016,9,1/1/2016
Maranhao,Janeiro,2017,9,1/1/2017
Maranhao,Fevereiro,1999,9,1/1/1999
Maranhao,Fevereiro,2000,9,1/1/2000
Maranhao,Fevereiro,2001,9,1/1/2001
Maranhao,Fevereiro,2002,9,1/1/2002
Maranhao,Fevereiro,2003,9,1/1/2003
Maranhao,Fevereiro,2004,9,1/1/2004
Maranhao,Fevereiro,2005,9,1/1/2005
Maranhao,Fevereiro,2006,9,1/1/2006
Maranhao,Fevereiro,2007,9.032,1/1/2007
Maranhao,Fevereiro,2008,9.043,1/1/2008
Maranhao,Fevereiro,2009,9.079,1/1/2009
Maranhao,Fevereiro,2010,9.295,1/1/2010
Maranhao,Fevereiro,2011,9.375,1/1/2011
Maranhao,Fevereiro,2012,9.471,1/1/2012
Maranhao,Fevereiro,2013,9.643,1/1/2013
Maranhao,Fevereiro,2014,9.795,1/1/2014
Maranhao,Fevereiro,2015,9.813,1/1/2015
Maranhao,Fevereiro,2016,9.842,1/1/2016
Maranhao,Fevereiro,2017,9.92,1/1/2017
Maranhao,Março,1999,10,1/1/1999
Maranhao,Março,2000,10,1/1/2000
Maranhao,Março,2002,10,1/1/2002
Maranhao,Março,2003,10,1/1/2003
Maranhao,Março,2004,10,1/1/2004
Maranhao,Março,2005,10,1/1/2005
Maranhao,Março,2006,10,1/1/2006
Maranhao,Março,2007,10,1/1/2007
Maranhao,Março,2008,10,1/1/2008
Maranhao,Março,2009,10,1/1/2009
Maranhao,Março,2010,10,1/1/2010
Maranhao,Março,2011,10,1/1/2011
Maranhao,Março,2012,10,1/1/2012
Maranhao,Março,2013,10,1/1/2013
Maranhao,Março,2014,10,1/1/2014
Maranhao,Março,2015,10,1/1/2015
Maranhao,Março,2016,10,1/1/2016
Maranhao,Março,2017,10,1/1/2017
Maranhao,Abril,1999,10,1/1/1999
Maranhao,Abril,2000,10,1/1/2000
Maranhao,Abril,2001,10,1/1/2001
Maranhao,Abril,2002,10,1/1/2002
Maranhao,Abril,2003,10,1/1/2003
Maranhao,Abril,2004,10,1/1/2004
Maranhao,Abril,2005,10,1/1/2005
Maranhao,Abril,2006,10,1/1/2006
Maranhao,Abril,2007,10,1/1/2007
Maranhao,Abril,2008,10,1/1/2008
Maranhao,Abril,2009,10,1/1/2009
Maranhao,Abril,2010,10,1/1/2010
Maranhao,Abril,2011,10,1/1/2011
Maranhao,Abril,2012,10,1/1/2012
Maranhao,Abril,2013,10,1/1/2013
Maranhao,Abril,2014,10,1/1/2014
Maranhao,Abril,2015,10,1/1/2015
Maranhao,Abril,2016,10,1/1/2016
Maranhao,Abril,2017,10,1/1/2017
Maranhao,Maio,1999,10,1/1/1999
Maranhao,Maio,2000,10,1/1/2000
Maranhao,Maio,2001,10,1/1/2001
Maranhao,Maio,2002,10,1/1/2002
Maranhao,Maio,2003,10,1/1/2003
Maranhao,Maio,2004,10,1/1/2004
Maranhao,Maio,2005,10,1/1/2005
Maranhao,Maio,2006,10,1/1/2006
Maranhao,Maio,2007,10,1/1/2007
Maranhao,Maio,2008,10,1/1/2008
Maranhao,Maio,2009,10,1/1/2009
Maranhao,Maio,2010,10,1/1/2010
Maranhao,Maio,2011,10,1/1/2011
Maranhao,Maio,2012,10,1/1/2012
Maranhao,Maio,2013,10,1/1/2013
Maranhao,Maio,2014,10,1/1/2014
Maranhao,Maio,2015,10,1/1/2015
Maranhao,Maio,2016,10,1/1/2016
Maranhao,Maio,2017,10,1/1/2017
Maranhao,Junho,1998,10,1/1/1998
Maranhao,Junho,1999,10.012,1/1/1999
Maranhao,Junho,2000,10.172,1/1/2000
Maranhao,Junho,2001,10.344,1/1/2001
Maranhao,Junho,2002,10.363,1/1/2002
Maranhao,Junho,2003,10.395,1/1/2003
Maranhao,Junho,2004,10.737,1/1/2004
Maranhao,Junho,2005,10.81,1/1/2005
Maranhao,Junho,2006,11,1/1/2006
Maranhao,Junho,2007,11,1/1/2007
Maranhao,Junho,2008,11,1/1/2008
Maranhao,Junho,2009,11,1/1/2009
Maranhao,Junho,2010,11,1/1/2010
Maranhao,Junho,2011,11,1/1/2011
Maranhao,Junho,2012,11,1/1/2012
Maranhao,Junho,2013,11,1/1/2013
Maranhao,Junho,2014,11,1/1/2014
Maranhao,Junho,2015,11,1/1/2015
Maranhao,Junho,2016,11,1/1/2016
Maranhao,Junho,2017,11,1/1/2017
Maranhao,Julho,1998,11,1/1/1998
Maranhao,Julho,1999,11,1/1/1999
Maranhao,Julho,2000,11,1/1/2000
Maranhao,Julho,2001,11,1/1/2001
Maranhao,Julho,2002,11,1/1/2002
Maranhao,Julho,2003,11,1/1/2003
Maranhao,Julho,2004,11,1/1/2004
Maranhao,Julho,2005,11,1/1/2005
Maranhao,Julho,2006,11,1/1/2006
Maranhao,Julho,2007,11,1/1/2007
Maranhao,Julho,2008,11,1/1/2008
Maranhao,Julho,2009,11,1/1/2009
Maranhao,Julho,2010,11,1/1/2010
Maranhao,Julho,2011,11,1/1/2011
Maranhao,Julho,2012,11,1/1/2012
Maranhao,Julho,2013,11,1/1/2013
Maranhao,Julho,2014,11,1/1/2014
Maranhao,Julho,2015,11,1/1/2015
Maranhao,Julho,2016,11,1/1/2016
Maranhao,Julho,2017,11,1/1/2017
Maranhao,Agosto,1998,11,1/1/1998
Maranhao,Agosto,1999,11,1/1/1999
Maranhao,Agosto,2000,11,1/1/2000
Maranhao,Agosto,2001,11,1/1/2001
Maranhao,Agosto,2002,11,1/1/2002
Maranhao,Agosto,2003,11,1/1/2003
Maranhao,Agosto,2004,11,1/1/2004
Maranhao,Agosto,2005,11,1/1/2005
Maranhao,Agosto,2006,11,1/1/2006
Maranhao,Agosto,2007,11,1/1/2007
Maranhao,Agosto,2008,11,1/1/2008
Maranhao,Agosto,2009,11,1/1/2009
Maranhao,Agosto,2010,11,1/1/2010
Maranhao,Agosto,2011,11,1/1/2011
Maranhao,Agosto,2012,11,1/1/2012
Maranhao,Agosto,2013,11,1/1/2013
Maranhao,Agosto,2014,11,1/1/2014
Maranhao,Agosto,2015,11,1/1/2015
Maranhao,Agosto,2016,11,1/1/2016
Maranhao,Agosto,2017,11,1/1/2017
Maranhao,Setembro,1998,11.034,1/1/1998
Maranhao,Setembro,1999,11.068,1/1/1999
Maranhao,Setembro,2000,11.068,1/1/2000
Maranhao,Setembro,2001,11.132,1/1/2001
Maranhao,Setembro,2002,11.517,1/1/2002
Maranhao,Setembro,2003,11.57,1/1/2003
Maranhao,Setembro,2004,11.729,1/1/2004
Maranhao,Setembro,2005,11.962,1/1/2005
Maranhao,Setembro,2006,12,1/1/2006
Maranhao,Setembro,2007,12,1/1/2007
Maranhao,Setembro,2008,12,1/1/2008
Maranhao,Setembro,2009,12,1/1/2009
Maranhao,Setembro,2010,12,1/1/2010
Maranhao,Setembro,2011,12,1/1/2011
Maranhao,Setembro,2012,12,1/1/2012
Maranhao,Setembro,2013,12,1/1/2013
Maranhao,Setembro,2014,12,1/1/2014
Maranhao,Setembro,2015,12,1/1/2015
Maranhao,Setembro,2016,12,1/1/2016
Maranhao,Setembro,2017,12,1/1/2017
Maranhao,Outubro,1998,12,1/1/1998
Maranhao,Outubro,1999,12,1/1/1999
Maranhao,Outubro,2000,12,1/1/2000
Maranhao,Outubro,2001,12,1/1/2001
Maranhao,Outubro,2002,12,1/1/2002
Maranhao,Outubro,2003,12,1/1/2003
Maranhao,Outubro,2004,12,1/1/2004
Maranhao,Outubro,2005,12,1/1/2005
Maranhao,Outubro,2006,12,1/1/2006
Maranhao,Outubro,2007,12,1/1/2007
Maranhao,Outubro,2008,12,1/1/2008
Maranhao,Outubro,2009,12,1/1/2009
Maranhao,Outubro,2010,12,1/1/2010
Maranhao,Outubro,2011,12,1/1/2011
Maranhao,Outubro,2012,12,1/1/2012
Maranhao,Outubro,2013,12,1/1/2013
Maranhao,Outubro,2014,12,1/1/2014
Maranhao,Outubro,2015,12,1/1/2015
Maranhao,Outubro,2016,12,1/1/2016
Maranhao,Outubro,2017,12,1/1/2017
Maranhao,Novembro,1998,12,1/1/1998
Maranhao,Novembro,1999,12,1/1/1999
